sku,type,store,name,description,short_description,price,qty,weight,is_in_stock,manage_stock,use_config_manage_stock,status,visibility,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,attribute_set,configurable_attributes,leggingscolor
WLplussize#39,configurable,default,"Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9118,None,sngapparelinc_ss9118gld_4.jpg,sngapparelinc_ss9118gld_4.jpg,sngapparelinc_ss9118gld_4.jpg,"Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings",sngapparelinc_ss9118gld_4.jpg;sngapparelinc_ss9118gld__1_3_1.jpg;sngapparelinc_ss9118blu__1_.jpg;sngapparelinc_ssp9118chl_black_d_0.jpg;sngapparelinc_ssp9118chl_black_d_1.jpg;sngapparelinc_ssp9118chl_black_l_0.jpg;sngapparelinc_ssp9118chl_black_d_2.jpg;,Default,leggingscolor,
WLplussize#40#Purple,simple,default,"Wholesale Womens Plus Size Leopard Seamless Leggings Purple","Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9193,None,sngapparelinc_ssp9193_blue_d_1.jpg,sngapparelinc_ssp9193_blue_d_1.jpg,sngapparelinc_ssp9193_blue_d_1.jpg,"Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings",sngapparelinc_ssp9193_blue_d_1.jpg;sngapparelinc_ssp9193_blue_l_0.jpg;sngapparelinc_ssp9193_blue_d_0.jpg;sngapparelinc_ssp9193_blue_d_2.jpg;,Default,leggingscolor,Purple
WLplussize#40#Blue,simple,default,"Wholesale Womens Plus Size Leopard Seamless Leggings Blue","Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9193,None,sngapparelinc_ssp9193_blue_d_1.jpg,sngapparelinc_ssp9193_blue_d_1.jpg,sngapparelinc_ssp9193_blue_d_1.jpg,"Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings",sngapparelinc_ssp9193_blue_d_1.jpg;sngapparelinc_ssp9193_blue_l_0.jpg;sngapparelinc_ssp9193_blue_d_0.jpg;sngapparelinc_ssp9193_blue_d_2.jpg;,Default,leggingscolor,Blue
WLplussize#40,configurable,default,"Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9193,None,sngapparelinc_ssp9193_blue_d_1.jpg,sngapparelinc_ssp9193_blue_d_1.jpg,sngapparelinc_ssp9193_blue_d_1.jpg,"Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings","Wholesale Womens Plus Size Leopard Seamless Leggings",sngapparelinc_ssp9193_blue_d_1.jpg;sngapparelinc_ssp9193_blue_l_0.jpg;sngapparelinc_ssp9193_blue_d_0.jpg;sngapparelinc_ssp9193_blue_d_2.jpg;,Default,leggingscolor,
WLplussize#41#Mint,simple,default,"Wholesale Plus Size Basic Seamless Leggings Mint","Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings",2.75,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"90% POLYESTER
10% Spandex",CHINA,sngapparelinc,SSP9001,None,sngapparelinc_ssp9001-red.jpg,sngapparelinc_ssp9001-red.jpg,sngapparelinc_ssp9001-red.jpg,"Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings",sngapparelinc_ssp9001-red.jpg;sngapparelinc_ssp9001-coffee.jpg;sngapparelinc_ssp9001-purple.jpg;,Default,leggingscolor,Mint
WLplussize#41,configurable,default,"Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings",2.75,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"90% POLYESTER
10% Spandex",CHINA,sngapparelinc,SSP9001,None,sngapparelinc_ssp9001-red.jpg,sngapparelinc_ssp9001-red.jpg,sngapparelinc_ssp9001-red.jpg,"Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings","Wholesale Plus Size Basic Seamless Leggings",sngapparelinc_ssp9001-red.jpg;sngapparelinc_ssp9001-coffee.jpg;sngapparelinc_ssp9001-purple.jpg;,Default,leggingscolor,
WLplussize#42#Mint,simple,default,"Wholesale Plus Size Shiny Liquid Leggings Mint","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",4.95,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"80% Nylon20% Spandex",CHINA,sngapparelinc,SSP9003,None,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",sngapparelinc_ssp9003blk.jpg;sngapparelinc_ssp9003koh.jpg;sngapparelinc_ssp9003mnt.jpg;,Default,leggingscolor,Mint
WLplussize#42#Purple,simple,default,"Wholesale Plus Size Shiny Liquid Leggings Purple","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",4.95,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"80% Nylon20% Spandex",CHINA,sngapparelinc,SSP9003,None,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",sngapparelinc_ssp9003blk.jpg;sngapparelinc_ssp9003koh.jpg;sngapparelinc_ssp9003mnt.jpg;,Default,leggingscolor,Purple
WLplussize#42#Coral,simple,default,"Wholesale Plus Size Shiny Liquid Leggings Coral","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",4.95,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"80% Nylon20% Spandex",CHINA,sngapparelinc,SSP9003,None,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",sngapparelinc_ssp9003blk.jpg;sngapparelinc_ssp9003koh.jpg;sngapparelinc_ssp9003mnt.jpg;,Default,leggingscolor,Coral
WLplussize#42#Gray,simple,default,"Wholesale Plus Size Shiny Liquid Leggings Gray","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",4.95,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"80% Nylon20% Spandex",CHINA,sngapparelinc,SSP9003,None,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",sngapparelinc_ssp9003blk.jpg;sngapparelinc_ssp9003koh.jpg;sngapparelinc_ssp9003mnt.jpg;,Default,leggingscolor,Gray
WLplussize#42,configurable,default,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",4.95,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"80% Nylon20% Spandex",CHINA,sngapparelinc,SSP9003,None,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,sngapparelinc_ssp9003blk.jpg,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",sngapparelinc_ssp9003blk.jpg;sngapparelinc_ssp9003koh.jpg;sngapparelinc_ssp9003mnt.jpg;,Default,leggingscolor,
WLplussize#43#Charcoal,simple,default,"Wholesale Missy Seamless Plus Size Basic Leggings Charcoal","Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX
200 Grams",CHINA,sngapparelinc,CRP9001,None,sngapparelinc_chr9001__2.jpg,sngapparelinc_chr9001__2.jpg,sngapparelinc_chr9001__2.jpg,"Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings",sngapparelinc_chr9001__2.jpg;sngapparelinc_chr9001_.jpg;sngapparelinc_chr9001__1.jpg;sngapparelinc_chr9001.jpg;sngapparelinc_chr9001blk.jpg;,Default,leggingscolor,Charcoal
WLplussize#43#Black,simple,default,"Wholesale Missy Seamless Plus Size Basic Leggings Black","Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX
200 Grams",CHINA,sngapparelinc,CRP9001,None,sngapparelinc_chr9001__2.jpg,sngapparelinc_chr9001__2.jpg,sngapparelinc_chr9001__2.jpg,"Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings",sngapparelinc_chr9001__2.jpg;sngapparelinc_chr9001_.jpg;sngapparelinc_chr9001__1.jpg;sngapparelinc_chr9001.jpg;sngapparelinc_chr9001blk.jpg;,Default,leggingscolor,Black
WLplussize#43,configurable,default,"Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Basic,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX
200 Grams",CHINA,sngapparelinc,CRP9001,None,sngapparelinc_chr9001__2.jpg,sngapparelinc_chr9001__2.jpg,sngapparelinc_chr9001__2.jpg,"Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings","Wholesale Missy Seamless Plus Size Basic Leggings",sngapparelinc_chr9001__2.jpg;sngapparelinc_chr9001_.jpg;sngapparelinc_chr9001__1.jpg;sngapparelinc_chr9001.jpg;sngapparelinc_chr9001blk.jpg;,Default,leggingscolor,
"WLplussize#44#Just as picture",simple,default,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers Just as picture","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",6.50,1,0,1,1,1,1,"""Catalog, Search""","plussize/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHMP187,None,sngapparelinc_shmp187_1.jpg,sngapparelinc_shmp187_1.jpg,sngapparelinc_shmp187_1.jpg,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",sngapparelinc_shmp187_1.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#44,configurable,default,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",6.50,1,0,1,1,1,1,"""Catalog, Search""","plussize/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHMP187,None,sngapparelinc_shmp187_1.jpg,sngapparelinc_shmp187_1.jpg,sngapparelinc_shmp187_1.jpg,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",sngapparelinc_shmp187_1.jpg;,Default,leggingscolor,
"WLplussize#45#Just as picture",simple,default,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars Just as picture","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",6.50,1,0,1,1,1,1,"""Catalog, Search""","plussize/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHMP065,None,sngapparelinc_shmp065_1.jpg,sngapparelinc_shmp065_1.jpg,sngapparelinc_shmp065_1.jpg,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",sngapparelinc_shmp065_1.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#45,configurable,default,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",6.50,1,0,1,1,1,1,"""Catalog, Search""","plussize/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHMP065,None,sngapparelinc_shmp065_1.jpg,sngapparelinc_shmp065_1.jpg,sngapparelinc_shmp065_1.jpg,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",sngapparelinc_shmp065_1.jpg;,Default,leggingscolor,
"WLplussize#46#Just as picture",simple,default,"Wholesale Womens Plus Size Semi Harem Pants Chariot Style Just as picture","Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style",6.50,1,0,1,1,1,1,"""Catalog, Search""","plussize/Semi Harem Pants",6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SHMP190,None,sngapparelinc_14082255_black_l_0.jpg,sngapparelinc_14082255_black_l_0.jpg,sngapparelinc_14082255_black_l_0.jpg,"Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style",sngapparelinc_14082255_black_l_0.jpg;sngapparelinc_14082255_black_d_1.jpg;sngapparelinc_14082255_black_d_0.jpg;sngapparelinc_14082255_black_d_2.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#46,configurable,default,"Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style",6.50,1,0,1,1,1,1,"""Catalog, Search""","plussize/Semi Harem Pants",6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SHMP190,None,sngapparelinc_14082255_black_l_0.jpg,sngapparelinc_14082255_black_l_0.jpg,sngapparelinc_14082255_black_l_0.jpg,"Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style","Wholesale Womens Plus Size Semi Harem Pants Chariot Style",sngapparelinc_14082255_black_l_0.jpg;sngapparelinc_14082255_black_d_1.jpg;sngapparelinc_14082255_black_d_0.jpg;sngapparelinc_14082255_black_d_2.jpg;,Default,leggingscolor,
WLplussize#47#Navy,simple,default,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top Navy","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",4.25,1,0,1,1,1,1,"""Catalog, Search""",plussize/Tops,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,STFP008,None,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",sngapparelinc_stf008_brown_l_0_-_copy_1.jpg;sngapparelinc_stf008_brown_d_0_1.jpg;sngapparelinc_stf008_brown_d_3_-_copy_3.jpg;sngapparelinc_stf008_brown_d_1_-_copy_1.jpg;sngapparelinc_stf008_brown_d_2_-_copy_1.jpg;sngapparelinc_stf008-c_red_l_0_-_copy_1.jpg;sngapparelinc_stf008-a_navy_l_0_1.jpg;sngapparelinc_stf008-b_white_l_0_-_copy_1.jpg;,Default,leggingscolor,Navy
WLplussize#47#White,simple,default,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top White","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",4.25,1,0,1,1,1,1,"""Catalog, Search""",plussize/Tops,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,STFP008,None,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",sngapparelinc_stf008_brown_l_0_-_copy_1.jpg;sngapparelinc_stf008_brown_d_0_1.jpg;sngapparelinc_stf008_brown_d_3_-_copy_3.jpg;sngapparelinc_stf008_brown_d_1_-_copy_1.jpg;sngapparelinc_stf008_brown_d_2_-_copy_1.jpg;sngapparelinc_stf008-c_red_l_0_-_copy_1.jpg;sngapparelinc_stf008-a_navy_l_0_1.jpg;sngapparelinc_stf008-b_white_l_0_-_copy_1.jpg;,Default,leggingscolor,White
WLplussize#47#Brown,simple,default,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top Brown","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",4.25,1,0,1,1,1,1,"""Catalog, Search""",plussize/Tops,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,STFP008,None,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",sngapparelinc_stf008_brown_l_0_-_copy_1.jpg;sngapparelinc_stf008_brown_d_0_1.jpg;sngapparelinc_stf008_brown_d_3_-_copy_3.jpg;sngapparelinc_stf008_brown_d_1_-_copy_1.jpg;sngapparelinc_stf008_brown_d_2_-_copy_1.jpg;sngapparelinc_stf008-c_red_l_0_-_copy_1.jpg;sngapparelinc_stf008-a_navy_l_0_1.jpg;sngapparelinc_stf008-b_white_l_0_-_copy_1.jpg;,Default,leggingscolor,Brown
WLplussize#47#Red,simple,default,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top Red","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",4.25,1,0,1,1,1,1,"""Catalog, Search""",plussize/Tops,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,STFP008,None,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",sngapparelinc_stf008_brown_l_0_-_copy_1.jpg;sngapparelinc_stf008_brown_d_0_1.jpg;sngapparelinc_stf008_brown_d_3_-_copy_3.jpg;sngapparelinc_stf008_brown_d_1_-_copy_1.jpg;sngapparelinc_stf008_brown_d_2_-_copy_1.jpg;sngapparelinc_stf008-c_red_l_0_-_copy_1.jpg;sngapparelinc_stf008-a_navy_l_0_1.jpg;sngapparelinc_stf008-b_white_l_0_-_copy_1.jpg;,Default,leggingscolor,Red
WLplussize#47#Khaki,simple,default,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top Khaki","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",4.25,1,0,1,1,1,1,"""Catalog, Search""",plussize/Tops,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,STFP008,None,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",sngapparelinc_stf008_brown_l_0_-_copy_1.jpg;sngapparelinc_stf008_brown_d_0_1.jpg;sngapparelinc_stf008_brown_d_3_-_copy_3.jpg;sngapparelinc_stf008_brown_d_1_-_copy_1.jpg;sngapparelinc_stf008_brown_d_2_-_copy_1.jpg;sngapparelinc_stf008-c_red_l_0_-_copy_1.jpg;sngapparelinc_stf008-a_navy_l_0_1.jpg;sngapparelinc_stf008-b_white_l_0_-_copy_1.jpg;,Default,leggingscolor,Khaki
WLplussize#47,configurable,default,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",4.25,1,0,1,1,1,1,"""Catalog, Search""",plussize/Tops,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,STFP008,None,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,sngapparelinc_stf008_brown_l_0_-_copy_1.jpg,"Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top","Wholesale Womens Plus Size Turtle Neck Seamless Fleece Top",sngapparelinc_stf008_brown_l_0_-_copy_1.jpg;sngapparelinc_stf008_brown_d_0_1.jpg;sngapparelinc_stf008_brown_d_3_-_copy_3.jpg;sngapparelinc_stf008_brown_d_1_-_copy_1.jpg;sngapparelinc_stf008_brown_d_2_-_copy_1.jpg;sngapparelinc_stf008-c_red_l_0_-_copy_1.jpg;sngapparelinc_stf008-a_navy_l_0_1.jpg;sngapparelinc_stf008-b_white_l_0_-_copy_1.jpg;,Default,leggingscolor,
WLleggings#48#Orange,simple,default,"Wholesale Basic Seamless Leggings Orange","Wholesale Basic Seamless Leggings","Wholesale Basic Seamless Leggings",2.25,1,0,1,1,1,1,"""Catalog, Search""",leggings/Basic,6PCS/PREPACK,"90% POLYESTER
10% SPANDEX",CHINA,sngapparelinc,SSB9001,None,sngapparelinc_ssb9001bei.jpg,sngapparelinc_ssb9001bei.jpg,sngapparelinc_ssb9001bei.jpg,"Wholesale Basic Seamless Leggings","Wholesale Basic Seamless Leggings","Wholesale Basic Seamless Leggings",sngapparelinc_ssb9001bei.jpg;sngapparelinc_ssb9001blk_.jpg;sngapparelinc_ssb9001blk__1.jpg;sngapparelinc_ssb9001cor.jpg;sngapparelinc_ssb9001blk_4.jpg;sngapparelinc_ssb9001cor_.jpg;sngapparelinc_ssb9001nvy_2.jpg;sngapparelinc_ssb9001tel.jpg;sngapparelinc_ssb9001blk__2.jpg;sngapparelinc_ssb9001blu.jpg;sngapparelinc_ssb9001cor__2.jpg;sngapparelinc_ssb9001cor__1.jpg;sngapparelinc_ssb9001ylw_2.jpg;,Default,leggingscolor,Orange
WLleggings#48#Coffee,simple,default,"Wholesale Basic Seamless Leggings Coffee","Wholesale Basic Seamless Leggings","Wholesale Basic Seamless Leggings",2.25,1,0,1,1,1,1,"""Catalog, Search""",leggings/Basic,6PCS/PREPACK,"90% POLYESTER
10% SPANDEX",CHINA,sngapparelinc,SSB9001,None,sngapparelinc_ssb9001bei.jpg,sngapparelinc_ssb9001bei.jpg,sngapparelinc_ssb9001bei.jpg,"Wholesale Basic Seamless Leggings","Wholesale Basic Seamless Leggings","Wholesale Basic Seamless Leggings",sngapparelinc_ssb9001bei.jpg;sngapparelinc_ssb9001blk_.jpg;sngapparelinc_ssb9001blk__1.jpg;sngapparelinc_ssb9001cor.jpg;sngapparelinc_ssb9001blk_4.jpg;sngapparelinc_ssb9001cor_.jpg;sngapparelinc_ssb9001nvy_2.jpg;sngapparelinc_ssb9001tel.jpg;sngapparelinc_ssb9001blk__2.jpg;sngapparelinc_ssb9001blu.jpg;sngapparelinc_ssb9001cor__2.jpg;sngapparelinc_ssb9001cor__1.jpg;sngapparelinc_ssb9001ylw_2.jpg;,Default,leggingscolor,Coffee
